sentiment-1 : word-1,sentiment-0 : word-0,sentiment-1 : word-0,lemma,word_set,accuracy
124,24971,24876,simplicity,"{'simplicities', 'simplicity'}",25095
346,24749,24654,crowd,"{'crowds', 'crowd'}",25095
193,24902,24807,loom,"{'looming', 'looms', 'loom', 'loomed'}",25095
58,24847,24942,sloppy,"{'sloppy', 'sloppiest'}",25095
204,24891,24796,weep,"{'weeped', 'weep', 'weeps'}",25095
154,24941,24846,recognition,{'recognition'},25095
155,24940,24845,cognition,"{'cognition', 'cognitions'}",25095
31,24874,24969,shameless,{'shameless'},25095
126,24969,24874,uplifting,{'uplifting'},25095
24,24881,24976,tasteless,{'tasteless'},25095
683,24412,24317,interested,{'interested'},25095
147,24948,24853,poetic,{'poetic'},25095
285,24810,24715,genuinely,{'genuinely'},25095
187,24908,24813,respective,{'respective'},25095
114,24791,24886,lul,{'lul'},25095
185,24720,24815,pup,"{'pups', 'pup'}",25095
502,24403,24498,necessary,{'necessary'},25095
21,24884,24979,lifeless,{'lifeless'},25095
824,24271,24176,hill,"{'hills', 'hill'}",25095
262,24833,24738,determine,"{'determines', 'determine', 'determining'}",25095
24677,228,323,hi,"{'hier', 'hi'}",25095
264,24830,24736,rose,"{'roses', 'rose'}",25094
138,24956,24862,stark,"{'starkest', 'stark'}",25094
561,24345,24439,plus,"{'plus', 'pluses'}",25094
218,24688,24782,gist,"{'gists', 'gist'}",25094
318,24776,24682,evolution,"{'evolutions', 'evolution'}",25094
72,24834,24928,celluloid,{'celluloid'},25094
832,24074,24168,middle,{'middle'},25094
13,24893,24987,unimaginative,{'unimaginative'},25094
111,24795,24889,plague,"{'plaguing', 'plague', 'plagues', 'plagued'}",25094
313,24781,24687,laud,"{'lauding', 'laud', 'lauded', 'lauds'}",25094
328,24766,24672,oreo,{'oreo'},25094
248,24658,24752,apon,{'apon'},25094
1179,23727,23821,evil,"{'evil', 'evilest', 'evils'}",25094
198,24896,24802,wwii,{'wwii'},25094
296,24798,24704,village,"{'village', 'villages'}",25094
456,24638,24544,pane,"{'panes', 'pane'}",25094
7209,17698,17791,lie,"{'lied', 'lying', 'lie', 'lies', 'lieing'}",25093
159,24934,24841,astonishing,{'astonishing'},25093
690,24217,24310,lion,"{'lion', 'lions'}",25093
608,24485,24392,graphic,"{'graphic', 'graphics'}",25093
249,24844,24751,magical,{'magical'},25093
145,24948,24855,immensely,{'immensely'},25093
1043,24050,23957,train,"{'train', 'trains', 'trained'}",25093
226,24681,24774,turd,"{'turds', 'turd'}",25093
14,24893,24986,camcorder,"{'camcorder', 'camcorders'}",25093
246,24847,24754,spy,"{'spys', 'spied', 'spies', 'spy'}",25093
120,24787,24880,chuck,"{'chucks', 'chucking', 'chuck', 'chucked'}",25093
722,24371,24278,logical,{'logical'},25093
45,24862,24955,recycle,"{'recycling', 'recycled', 'recycle', 'recycles'}",25093
187,24906,24813,lyric,"{'lyric', 'lyrics'}",25093
659,24248,24341,nos,{'nos'},25093
114,24793,24886,shirt,"{'shirt', 'shirts', 'shirted'}",25093
25,24883,24975,hackney,{'hackney'},25092
278,24814,24722,combination,"{'combination', 'combinations'}",25092
387,24705,24613,encounter,"{'encountered', 'encountering', 'encounter', 'encounters'}",25092
587,24505,24413,trick,"{'tricking', 'tricked', 'tricks', 'trick'}",25092
653,24255,24347,claim,"{'claim', 'claiming', 'claims', 'claimed'}",25092
647,24445,24353,control,"{'control', 'controlling', 'controls', 'controlled'}",25092
1992,23100,23008,cove,{'cove'},25092
541,24551,24459,limit,"{'limits', 'limit', 'limiting'}",25092
874,24218,24126,now,{'nows'},25092
155,24937,24845,thoughtful,{'thoughtful'},25092
263,24829,24737,thought,"{'thought', 'thoughts'}",25092
173,24735,24827,category,"{'category', 'categories'}",25092
891,24201,24109,game,"{'gamed', 'games', 'game'}",25092
1055,24037,23945,forge,"{'forges', 'forge', 'forging', 'forged'}",25092
129,24963,24871,wrench,"{'wrenches', 'wrenching', 'wrenched', 'wrench'}",25092
945,24147,24055,compare,"{'comparing', 'compares', 'compared', 'compare'}",25092
385,24523,24615,desperate,"{'desperate', 'desperated'}",25092
524,24385,24476,door,"{'doors', 'door'}",25091
792,24299,24208,ramatic,{'ramatic'},25091
222,24687,24778,weapon,"{'weapon', 'weapons'}",25091
969,24122,24031,white,"{'white', 'whites', 'whiting', 'whitest'}",25091
275,24816,24725,haw,{'haw'},25091
1980,23111,23020,cover,"{'covers', 'covering', 'covered', 'cover'}",25091
165,24744,24835,excited,{'excited'},25091
891,24018,24109,usually,{'usually'},25091
180,24729,24820,corny,"{'corny', 'cornier', 'corniest'}",25091
327,24582,24673,attractive,{'attractive'},25091
163,24928,24837,detract,"{'detract', 'detracts', 'detracted', 'detracting'}",25091
1746,23163,23254,gene,"{'gene', 'genes'}",25091
33,24876,24967,nonsensical,{'nonsensical'},25091
113,24978,24887,heartwarming,{'heartwarming'},25091
1347,23744,23653,wish,"{'wishing', 'wish', 'wished', 'wishes'}",25091
783,24308,24217,dramatic,"{'dramatics', 'dramatic'}",25091
38,24871,24962,dreary,"{'dreary', 'drearier'}",25091
235,24856,24765,sexuality,"{'sexualities', 'sexuality'}",25091
107,24802,24893,cave,"{'caves', 'cave', 'caving', 'caved'}",25091
194,24897,24806,roadway,{'roadway'},25091
24,24885,24976,insipid,{'insipid'},25091
264,24827,24736,compose,"{'composing', 'composed', 'composes', 'compose'}",25091
173,24918,24827,nuance,"{'nuance', 'nuances'}",25091
238,24671,24762,awkward,{'awkward'},25091
176,24915,24824,weakness,"{'weakness', 'weaknesses'}",25091
783,24307,24217,reach,"{'reaches', 'reach', 'reaching', 'reached'}",25090
310,24780,24690,merge,"{'merges', 'merging', 'merge', 'merged'}",25090
327,24763,24673,ducat,"{'ducat', 'ducats'}",25090
334,24756,24666,session,"{'sessions', 'session'}",25090
536,24374,24464,loud,"{'loud', 'loudest'}",25090
1,24909,24999,uwe,{'uwe'},25090
280,24810,24720,veteran,"{'veterans', 'veteran'}",25090
169,24741,24831,spare,"{'spares', 'spared', 'sparing', 'spare'}",25090
132,24958,24868,warmth,{'warmth'},25090
25,24885,24975,hackneyed,{'hackneyed'},25090
4708,20202,20292,cul,{'cul'},25090
216,24874,24784,timing,{'timing'},25090
225,24865,24775,dice,"{'dice', 'dices', 'diced'}",25090
185,24725,24815,screw,"{'screw', 'screwed', 'screwing', 'screws'}",25090
241,24849,24759,complicate,"{'complicates', 'complicate', 'complicating'}",25090
402,24688,24598,hook,"{'hook', 'hooked', 'hooks', 'hooking'}",25090
173,24917,24827,difficulty,"{'difficulty', 'difficulties'}",25090
165,24745,24835,severe,{'severe'},25090
68,24842,24932,dinosaur,"{'dinosaurs', 'dinosaur'}",25090
50,24860,24950,pout,"{'pouts', 'pouted', 'pout'}",25090
59,24852,24941,implausible,{'implausible'},25089
352,24737,24648,neighbor,"{'neighbors', 'neighbor', 'neighboring'}",25089
164,24925,24836,distant,{'distant'},25089
143,24768,24857,gig,"{'gigs', 'gig'}",25089
252,24837,24748,identify,"{'identifies', 'identify', 'identifying', 'identified'}",25089
244,24667,24756,angry,"{'angry', 'angrier', 'angriest'}",25089
83,24828,24917,believably,{'believably'},25089
196,24893,24804,nowadays,{'nowadays'},25089
469,24620,24531,mission,"{'missions', 'mission'}",25089
74,24837,24926,hmm,{'hmm'},25089
743,24346,24257,psycho,{'psycho'},25089
541,24548,24459,immediate,{'immediate'},25089
197,24892,24803,aday,{'adays'},25089
213,24876,24787,jealous,{'jealous'},25089
541,24370,24459,nob,{'nob'},25089
144,24767,24856,asian,{'asian'},25089
238,24673,24762,vamp,"{'vamp', 'vamping', 'vamps'}",25089
49,24862,24951,stilted,{'stilted'},25089
293,24618,24707,puttin,{'puttin'},25089
356,24732,24644,ooth,{'ooth'},25088
212,24876,24788,initially,{'initially'},25088
123,24965,24877,loyalty,"{'loyalties', 'loyalty'}",25088
7036,18052,17964,exp,{'exp'},25088
147,24765,24853,robo,{'robo'},25088
92,24820,24908,stiff,"{'stiffest', 'stiff', 'stiffs', 'stiffer'}",25088
187,24901,24813,phenom,"{'phenoms', 'phenom'}",25088
162,24926,24838,inventive,{'inventive'},25088
495,24417,24505,rink,{'rink'},25088
988,24100,24012,whit,"{'whit', 'whits'}",25088
280,24632,24720,lond,{'lond'},25088
144,24944,24856,prejudice,"{'prejudice', 'prejudiced', 'prejudices'}",25088
1063,24025,23937,typical,{'typical'},25088
279,24809,24721,welcome,"{'welcome', 'welcomed', 'welcomes'}",25088
555,24533,24445,handle,"{'handle', 'handled', 'handling', 'handles'}",25088
42,24870,24958,senseless,{'senseless'},25088
169,24919,24831,fairy,"{'fairies', 'fairy'}",25088
60,24852,24940,clumsy,"{'clumsy', 'clumsiest'}",25088
319,24769,24681,ironic,{'ironic'},25088
392,24696,24608,cameo,"{'cameos', 'cameo'}",25088
132,24780,24868,noise,"{'noises', 'noise'}",25088
365,24547,24635,revenge,"{'revenge', 'revenges'}",25088
1001,24086,23999,agree,"{'agreed', 'agrees', 'agreeing', 'agree'}",25087
547,24540,24453,historic,{'historic'},25087
848,24065,24152,huge,"{'huge', 'hugest'}",25087
309,24778,24691,recall,"{'recalls', 'recalled', 'recalling', 'recall'}",25087
1044,23869,23956,dam,"{'dammed', 'dams', 'dam'}",25087
269,24818,24731,surface,"{'surface', 'surfaced', 'surfacing', 'surfaces'}",25087
213,24874,24787,friendly,"{'friendly', 'friendliest'}",25087
455,24632,24545,cock,"{'cock', 'cocking', 'cocks', 'cocked'}",25087
7139,17948,17861,xp,{'xp'},25087
284,24803,24716,trade,"{'trade', 'trades', 'traded'}",25087
191,24896,24809,spheric,{'spheric'},25087
119,24794,24881,campy,{'campy'},25087
541,24546,24459,react,"{'reacts', 'react', 'reacted'}",25087
152,24935,24848,dismiss,"{'dismissed', 'dismissing', 'dismiss', 'dismisses'}",25087
431,24656,24569,seat,"{'seat', 'seats', 'seated'}",25087
51,24862,24949,cannibal,"{'cannibals', 'cannibal'}",25087
250,24663,24750,experiment,"{'experimented', 'experimenting', 'experiments', 'experiment'}",25087
140,24947,24860,album,"{'albums', 'album'}",25087
307,24780,24693,technique,"{'techniques', 'technique'}",25087
261,24826,24739,intrigue,"{'intrigues', 'intrigued', 'intrigue'}",25087
235,24852,24765,glimpse,"{'glimpsing', 'glimpses', 'glimpsed', 'glimpse'}",25087
228,24859,24772,terrify,"{'terrify', 'terrified', 'terrifying', 'terrifies'}",25087
509,24577,24491,difference,"{'differences', 'difference'}",25086
986,24100,24014,free,"{'free', 'freed', 'freer', 'frees', 'freeing'}",25086
134,24952,24866,despair,"{'despairs', 'despair', 'despaired', 'despairing'}",25086
176,24910,24824,importance,"{'importances', 'importance'}",25086
354,24560,24646,petit,{'petit'},25086
319,24767,24681,ranger,"{'rangers', 'ranger'}",25086
564,24350,24436,blu,{'blu'},25086
246,24840,24754,purchase,"{'purchase', 'purchasing', 'purchases', 'purchased'}",25086
64,24850,24936,hash,"{'hashing', 'hashed', 'hash', 'hashes'}",25086
143,24943,24857,complexity,"{'complexity', 'complexities'}",25086
187,24899,24813,atmospheric,"{'atmospheric', 'atmospherics'}",25086
322,24764,24678,dangerous,{'dangerous'},25086
305,24781,24695,specif,{'specif'},25086
70,24844,24930,presumably,{'presumably'},25086
64,24850,24936,unbearable,{'unbearable'},25086
578,24336,24422,connect,"{'connected', 'connect', 'connects', 'connecting'}",25086
124,24962,24876,fluent,{'fluent'},25086
9327,15759,15673,ft,{'ft'},25086
1308,23606,23692,teen,"{'teen', 'teens'}",25086
2954,22131,22046,place,"{'placing', 'places', 'place', 'placed'}",25085
268,24647,24732,buck,"{'bucks', 'buck', 'bucked'}",25085
208,24707,24792,amble,"{'ambles', 'ambling', 'amble'}",25085
165,24750,24835,empted,{'empted'},25085
101,24814,24899,conceive,"{'conceive', 'conceiving', 'conceives', 'conceived'}",25085
357,24728,24643,decision,"{'decisions', 'decision'}",25085
206,24879,24794,grim,"{'grimmest', 'grim', 'grims'}",25085
141,24944,24859,classical,{'classical'},25085
20291,4624,4709,ow,{'ow'},25085
850,24065,24150,shock,"{'shocks', 'shock', 'shocked'}",25085
135,24950,24865,adorable,{'adorable'},25085
116,24799,24884,shout,"{'shout', 'shouted', 'shouts', 'shouting'}",25085
29,24886,24971,inexplicably,{'inexplicably'},25085
36,24879,24964,topless,{'topless'},25085
146,24939,24854,surpass,"{'surpassing', 'surpassed', 'surpass', 'surpasses'}",25085
58,24857,24942,tilted,{'tilted'},25085
4897,20188,20103,tat,"{'tats', 'tat'}",25085
110,24975,24890,enthrall,"{'enthralls', 'enthrall'}",25085
90,24995,24910,excellently,{'excellently'},25085
417,24668,24583,melo,{'melo'},25085
366,24719,24634,fright,"{'frights', 'fright'}",25085
113,24971,24887,thrall,{'thrall'},25084
10,24906,24990,embarrassingly,{'embarrassingly'},25084
178,24906,24822,essence,{'essence'},25084
82,24834,24918,monkey,"{'monkeys', 'monkey'}",25084
123,24961,24877,dazzle,"{'dazzled', 'dazzle', 'dazzling', 'dazzles'}",25084
79,24837,24921,dino,{'dino'},25084
195,24889,24805,leak,"{'leak', 'leaked', 'leaks', 'leaking'}",25084
139,24945,24861,intimate,"{'intimated', 'intimates', 'intimate'}",25084
443,24641,24557,spin,"{'spin', 'spun', 'spins', 'spinning'}",25084
161,24923,24839,jazz,"{'jazzing', 'jazzed', 'jazz'}",25084
68,24848,24932,zoo,{'zoo'},25084
220,24864,24780,screenin,{'screenin'},25084
365,24718,24635,reign,"{'reigning', 'reigns', 'reigned', 'reign'}",25083
170,24913,24830,fashioned,{'fashioned'},25083
1606,23311,23394,fight,"{'fought', 'fights', 'fight', 'fighting'}",25083
127,24956,24873,transcend,"{'transcends', 'transcended', 'transcend', 'transcending'}",25083
158,24925,24842,anime,"{'anime', 'animes'}",25083
307,24776,24693,crease,"{'creased', 'creases', 'crease', 'creasing'}",25083
77,24840,24923,tilt,"{'tilt', 'tilting', 'tilts'}",25083
258,24659,24742,lar,{'lars'},25083
258,24825,24742,theatrical,{'theatrical'},25083
116,24801,24884,dump,"{'dumps', 'dumped', 'dump', 'dumping'}",25083
30,24887,24970,choppy,"{'choppy', 'choppier'}",25083
191,24892,24809,stylish,{'stylish'},25083
42,24875,24958,passable,{'passable'},25083
359,24724,24641,overt,{'overt'},25083
410,24507,24590,proper,"{'proper', 'propers'}",25083
192,24891,24808,cynical,{'cynical'},25083
132,24951,24868,seam,"{'seam', 'seams', 'seamed'}",25083
148,24935,24852,stellar,{'stellar'},25083
210,24873,24790,quirky,{'quirky'},25083
22,24895,24978,worse,"{'worse', 'worser'}",25083
112,24971,24888,standout,"{'standout', 'standouts'}",25083
222,24695,24778,research,"{'research', 'researches', 'researching', 'researched'}",25083
145,24938,24855,lifting,{'lifting'},25083
111,24806,24889,omit,"{'omits', 'omitted', 'omitting', 'omit'}",25083
299,24784,24701,seg,{'seg'},25083
219,24864,24781,screening,"{'screening', 'screenings'}",25083
212,24870,24788,complicated,{'complicated'},25082
294,24788,24706,increase,"{'increasing', 'increased', 'increase', 'increases'}",25082
232,24850,24768,brave,"{'braved', 'braves', 'braving', 'brave', 'bravest'}",25082
30,24888,24970,hoppy,{'hoppy'},25082
82,24836,24918,unpleasant,{'unpleasant'},25082
369,24713,24631,seven,"{'seven', 'sevens'}",25082
104,24814,24896,ragged,{'ragged'},25082
232,24850,24768,frightening,{'frightening'},25082
239,24843,24761,nova,{'nova'},25082
220,24698,24780,psi,{'psi'},25082
7,24911,24993,abomination,"{'abomination', 'abominations'}",25082
247,24671,24753,sole,{'sole'},25082
597,24485,24403,concern,"{'concerned', 'concern', 'concerning', 'concerns'}",25082
239,24843,24761,official,"{'official', 'officials'}",25082
170,24911,24830,discovery,"{'discoveries', 'discovery'}",25081
263,24818,24737,performer,"{'performers', 'performer'}",25081
129,24952,24871,stir,"{'stirring', 'stir', 'stirred', 'stirs'}",25081
537,24544,24463,passe,{'passe'},25081
119,24800,24881,nude,"{'nude', 'nudes'}",25081
344,24737,24656,meta,{'meta'},25081
87,24832,24913,mish,{'mish'},25081
346,24735,24654,commentary,"{'commentary', 'commentaries'}",25081
623,24458,24377,outside,"{'outsides', 'outside'}",25081
354,24727,24646,surf,"{'surfing', 'surfed', 'surfs', 'surf'}",25081
372,24709,24628,regular,"{'regulars', 'regular'}",25081
108,24973,24892,wove,{'wove'},25081
241,24678,24759,distract,"{'distracted', 'distracts', 'distracting', 'distract'}",25081
492,24589,24508,libe,"{'libed', 'libe'}",25081
180,24901,24820,dominate,"{'dominate', 'dominated', 'dominateing', 'dominates', 'dominating'}",25081
348,24733,24652,firm,"{'firm', 'firms', 'firmed', 'firmer'}",25081
179,24902,24821,phenomenon,"{'phenomena', 'phenomenons', 'phenomenon'}",25081
124,24795,24876,monk,"{'monks', 'monk'}",25081
5503,19578,19497,aft,{'aft'},25081
52,24867,24948,boob,"{'boob', 'boobs'}",25081
175,24905,24825,companion,"{'companion', 'companions'}",25080
605,24475,24395,answer,"{'answered', 'answer', 'answering', 'answers'}",25080
46,24874,24954,clone,"{'cloned', 'clones', 'clone', 'cloning'}",25080
258,24662,24742,summa,{'summa'},25080
157,24763,24843,exploitation,"{'exploitation', 'exploitations'}",25080
157,24923,24843,terrifying,{'terrifying'},25080
1637,23283,23363,arte,{'arte'},25080
227,24853,24773,honor,"{'honors', 'honored', 'honor', 'honoring'}",25080
165,24915,24835,eccentric,"{'eccentric', 'eccentrics'}",25080
95,24985,24905,delightfully,{'delightfully'},25080
100,24980,24900,accessible,{'accessible'},25080
134,24946,24866,instrument,"{'instruments', 'instrument'}",25080
1725,23355,23275,bus,"{'bus', 'buses', 'bused'}",25080
104,24816,24896,mick,{'mick'},25080
129,24951,24871,vulnerable,{'vulnerable'},25080
16,24904,24984,nauseate,"{'nauseate', 'nauseating', 'nauseates', 'nauseated'}",25080
35,24885,24965,rehash,"{'rehashed', 'rehashes', 'rehashing', 'rehash'}",25080
235,24685,24765,eyed,{'eyed'},25080
257,24822,24743,theatric,"{'theatric', 'theatrics'}",25079
31,24890,24969,inaccurate,{'inaccurate'},25079
298,24781,24702,transform,"{'transforms', 'transform', 'transformed'}",25079
574,24505,24426,oldie,"{'oldie', 'oldies'}",25079
227,24694,24773,proceed,"{'proceeded', 'proceeds', 'proceeding', 'proceed'}",25079
181,24898,24819,widow,"{'widowed', 'widow', 'widows'}",25079
123,24956,24877,percept,"{'percept', 'percepts'}",25079
315,24764,24685,movement,"{'movement', 'movements'}",25079
235,24686,24765,ashe,{'ashes'},25079
250,24671,24750,intelligence,{'intelligence'},25079
118,24961,24882,sublime,{'sublime'},25079
152,24927,24848,fred,{'fred'},25079
95,24826,24905,chuckle,"{'chuckle', 'chuckling', 'chuckles', 'chuckled'}",25079
115,24806,24885,lode,{'lode'},25079
785,24294,24215,carry,"{'carried', 'carrys', 'carry', 'carries', 'carrying'}",25079
21,24900,24979,groan,"{'groans', 'groaned', 'groan', 'groaning'}",25079
38,24883,24962,barrel,"{'barrels', 'barreled', 'barreling', 'barrel'}",25079
287,24792,24713,specific,"{'specifics', 'specific'}",25079
276,24803,24724,meeting,"{'meeting', 'meetings'}",25079
419,24660,24581,relative,"{'relatives', 'relative'}",25079
222,24856,24778,prince,"{'princes', 'prince'}",25078
234,24844,24766,fatal,"{'fatals', 'fatal'}",25078
13,24909,24987,moron,{'morons'},25078
68,24854,24932,slaughter,"{'slaughter', 'slaughtered', 'slaughtering', 'slaughters'}",25078
451,24471,24549,amusing,{'amusing'},25078
174,24904,24826,rouse,"{'roused', 'rousing', 'rouses', 'rouse'}",25078
202,24876,24798,determined,{'determined'},25078
21,24901,24979,woeful,{'woeful'},25078
595,24483,24405,ember,{'embers'},25078
273,24805,24727,pple,{'pple'},25078
212,24866,24788,education,"{'educations', 'education'}",25078
247,24831,24753,addict,"{'addicts', 'addict', 'addicted'}",25078
104,24974,24896,bravo,{'bravo'},25078
166,24912,24834,daily,"{'dailies', 'daily'}",25078
286,24792,24714,gangster,"{'gangster', 'gangsters'}",25078
534,24388,24466,wall,"{'wall', 'walled', 'walls'}",25078
16,24906,24984,seating,{'seating'},25078
289,24789,24711,community,"{'community', 'communities'}",25078
574,24504,24426,dang,{'dang'},25078
337,24741,24663,protect,"{'protects', 'protecting', 'protect', 'protected'}",25078
178,24900,24822,tang,{'tang'},25078
116,24806,24884,corpse,"{'corpse', 'corpses'}",25078
1415,23663,23585,murder,"{'murdering', 'murder', 'murders', 'murdered'}",25078
251,24826,24749,emerge,"{'emerging', 'emerged', 'emerge', 'emerges'}",25077
103,24974,24897,pioneer,"{'pioneered', 'pioneers', 'pioneer'}",25077
188,24889,24812,respond,"{'responded', 'responding', 'responds', 'respond'}",25077
138,24939,24862,strum,"{'strums', 'strumming', 'strum'}",25077
213,24864,24787,betray,"{'betraying', 'betrays', 'betrayed', 'betray'}",25077
425,24498,24575,bizarre,{'bizarre'},25077
140,24937,24860,fascinate,"{'fascinates', 'fascinate', 'fascinated', 'fascinating'}",25077
43,24880,24957,sicken,"{'sickening', 'sicken', 'sickens', 'sickened'}",25077
163,24914,24837,madne,{'madnes'},25077
292,24631,24708,cow,"{'cow', 'cowed', 'cows'}",25077
224,24699,24776,bloody,"{'bloodying', 'bloodied', 'bloody', 'bloodier', 'bloodiest'}",25077
195,24728,24805,cycle,"{'cycles', 'cycle', 'cycled'}",25077
376,24701,24624,invent,"{'invented', 'invents', 'inventing', 'invent'}",25077
233,24844,24767,festival,"{'festival', 'festivals'}",25077
390,24687,24610,creative,{'creative'},25077
33,24890,24967,posterous,{'posterous'},25077
351,24726,24649,resident,"{'resident', 'residents'}",25077
148,24775,24852,offend,"{'offend', 'offends', 'offending', 'offended'}",25077
153,24924,24847,precise,{'precise'},25077
455,24622,24545,historical,{'historical'},25077
521,24556,24479,pack,"{'packs', 'packing', 'packed', 'pack'}",25077
225,24698,24775,ranch,"{'ranching', 'ranches', 'ranch'}",25077
247,24830,24753,icon,"{'icons', 'icon'}",25077
1761,23316,23239,black,"{'blacking', 'blackest', 'blacks', 'blacked', 'black'}",25077
407,24670,24593,interview,"{'interviewed', 'interviews', 'interview', 'interviewing'}",25077
94,24829,24906,behave,"{'behaves', 'behave', 'behaved'}",25077
261,24815,24739,corrupt,"{'corrupts', 'corrupt', 'corrupted', 'corrupting'}",25076
252,24824,24748,distinct,{'distinct'},25076
1282,23642,23718,posit,"{'positing', 'posit', 'posited', 'posits'}",25076
69,24855,24931,craw,{'craw'},25076
395,24681,24605,reaction,"{'reactions', 'reaction'}",25076
204,24720,24796,strip,"{'strip', 'strips', 'stripping', 'stripped', 'striper'}",25076
60,24864,24940,MB,{'mb'},25076
160,24916,24840,criticize,"{'criticize', 'criticized', 'criticizing', 'criticizes'}",25076
389,24535,24611,impossible,{'impossible'},25076
32,24892,24968,inconsistent,{'inconsistent'},25076
209,24715,24791,vehicle,"{'vehicles', 'vehicle'}",25076
193,24883,24807,tad,{'tad'},25076
16,24908,24984,flimsy,"{'flimsy', 'flimsiest', 'flimsier'}",25076
239,24837,24761,resist,"{'resist', 'resisted', 'resists', 'resisting'}",25076
133,24791,24867,propaganda,{'propaganda'},25076
299,24777,24701,european,{'european'},25076
215,24709,24785,mono,{'mono'},25076
189,24887,24811,authority,"{'authority', 'authorities'}",25076
51,24873,24949,sucker,"{'suckers', 'sucker'}",25076
143,24933,24857,reluctant,{'reluctant'},25076
216,24860,24784,cultural,{'cultural'},25076
36,24888,24964,randomly,{'randomly'},25076
334,24742,24666,independent,"{'independents', 'independent'}",25076
1059,23865,23941,name,"{'named', 'names', 'naming'}",25076
99,24825,24901,toss,"{'tosses', 'toss', 'tossing', 'tossed'}",25076
406,24670,24594,river,"{'rivers', 'river'}",25076
70,24854,24930,amount,"{'amounts', 'amounted', 'amounting'}",25076
204,24872,24796,viva,{'viva'},25076
162,24914,24838,madness,"{'madnesses', 'madness'}",25076
206,24870,24794,elder,"{'elders', 'elder'}",25076
206,24870,24794,dancer,"{'dancer', 'dancers'}",25076
387,24689,24613,angst,"{'angsts', 'angst'}",25076
359,24717,24641,superior,"{'superiors', 'superior'}",25076
42,24882,24958,awfull,{'awfull'},25076
247,24829,24753,revolution,"{'revolutions', 'revolution'}",25076
131,24793,24869,wolf,"{'wolf', 'wolves'}",25076
172,24904,24828,glam,{'glam'},25076
216,24859,24784,wick,"{'wick', 'wicks'}",25075
179,24746,24821,nose,"{'nose', 'noses'}",25075
406,24669,24594,govern,"{'governed', 'governs', 'govern', 'governing'}",25075
188,24887,24812,painting,"{'painting', 'paintings'}",25075
178,24897,24822,iveness,{'iveness'},25075
224,24851,24776,demonstrate,"{'demonstrates', 'demonstrated', 'demonstrate', 'demonstrating'}",25075
449,24626,24551,oms,{'oms'},25075
9266,15659,15734,og,{'og'},25075
261,24814,24739,shakespear,{'shakespear'},25075
72,24853,24928,luster,{'luster'},25075
335,24740,24665,rarely,{'rarely'},25075
102,24973,24898,blue,"{'blue', 'bluest', 'blues'}",25075
465,24460,24535,musing,"{'musing', 'musings'}",25075
86,24989,24914,seamless,{'seamless'},25075
31,24894,24969,yt,{'yt'},25075
22,24903,24978,headache,"{'headache', 'headaches'}",25075
33,24892,24967,preposterous,{'preposterous'},25075
151,24774,24849,mock,"{'mocked', 'mocks', 'mocking', 'mock'}",25075
17,24908,24983,flim,{'flim'},25075
1045,24030,23955,intel,{'intel'},25075
362,24713,24638,ridge,"{'ridged', 'ridge', 'ridges'}",25075
146,24929,24854,morality,"{'morality', 'moralities'}",25075
273,24652,24727,dna,{'dna'},25075
180,24895,24820,union,"{'unions', 'union'}",25075
166,24759,24834,horn,"{'horning', 'horned', 'horns', 'horn'}",25075
213,24862,24787,tier,"{'tier', 'tiers'}",25075
108,24817,24892,puppet,"{'puppets', 'puppet'}",25075
182,24893,24818,controversial,{'controversial'},25075
257,24818,24743,naive,"{'naive', 'naives'}",25075
1071,24004,23929,rope,"{'rope', 'roped', 'ropes'}",25075
142,24933,24858,enging,{'enging'},25075
71,24854,24929,epo,{'epos'},25075
2128,22947,22872,pon,{'pon'},25075
42,24883,24958,awfully,{'awfully'},25075
443,24632,24557,presence,"{'presences', 'presence'}",25075
173,24902,24827,recon,{'recon'},25075
255,24671,24745,window,"{'window', 'windows'}",25074
1103,23971,23897,hall,"{'hall', 'halls'}",25074
697,24377,24303,regard,"{'regards', 'regarded', 'regard'}",25074
99,24827,24901,semblance,{'semblance'},25074
159,24767,24841,practically,{'practically'},25074
213,24861,24787,fulfil,"{'fulfils', 'fulfilled', 'fulfilling', 'fulfil'}",25074
183,24891,24817,access,"{'accessed', 'accessing', 'access'}",25074
39,24887,24961,pred,{'pred'},25074
103,24971,24897,termination,{'termination'},25074
372,24702,24628,helm,"{'helm', 'helming', 'helms', 'helmed'}",25074
382,24692,24618,prepare,"{'prepared', 'prepares', 'preparing', 'prepare'}",25074
315,24759,24685,brand,"{'brands', 'branded', 'brand'}",25074
56,24870,24944,rotten,{'rotten'},25074
2528,22546,22472,ken,{'ken'},25074
224,24850,24776,chief,"{'chief', 'chiefs'}",25074
592,24482,24408,danger,"{'dangers', 'danger'}",25074
164,24910,24836,restrain,"{'restrains', 'restrain', 'restraining', 'restrained'}",25074
78,24848,24922,insert,"{'inserted', 'insert', 'inserts', 'inserting'}",25074
56,24870,24944,overrate,"{'overrate', 'overrated', 'overrating'}",25074
133,24793,24867,stomach,"{'stomachs', 'stomaching', 'stomaches', 'stomach', 'stomached'}",25074
166,24908,24834,unite,"{'unites', 'uniting', 'unite'}",25074
187,24887,24813,height,"{'heights', 'height'}",25074
46,24881,24954,stale,"{'stales', 'stale'}",25073
220,24853,24780,stair,"{'stairs', 'stair'}",25073
233,24694,24767,normally,{'normally'},25073
80,24847,24920,slaught,{'slaught'},25073
